7
7.11173e-09,3.16667e-08,2.01527e-08,1.35613e-08,1.2271e-08,3.63266e-08,1.2271e-08
-74.5867,-97.3993,-94.4339,-90.8933,-86.2248,-98.0217,-86.2248
0,3.14159,3.14159,3.14159,3.14159,3.14159,3.14159
90,90,90,90,144.581,90,35.4194
159.622,257.847,7.05825,169.479,159.622,100.575,159.622
90,90,90,90,144.581,90,35.4194
339.622,282.153,352.942,190.521,339.622,79.4251,339.622
7
7.07753e-09,3.1569e-08,2.01407e-08,1.35434e-08,1.22512e-08,3.64249e-08,1.22512e-08
-74.5449,-97.3724,-94.4287,-90.8818,-86.2108,-98.0452,-86.2108
0,3.14159,3.14159,3.14159,3.14159,3.14159,3.14159
90,90,90,90,144.711,90,35.2891
160.381,257.809,6.77593,169.895,160.381,100.546,160.381
90,90,90,90,144.711,90,35.2891
340.381,282.191,353.224,190.105,340.381,79.454,340.381
