60
1.32901e-08,4.54222e-08,2.3069e-08,1.76056e-08,1.66321e-08,2.27357e-08,1.66321e-08,4.37554e-08,1.72497e-08,1.63579e-08,2.2595e-08,1.61403e-08,4.28022e-08,1.60077e-08,1.62659e-08,2.21628e-08,1.35391e-08,1.59072e-08,1.5652e-08,2.17617e-08,1.29176e-08,4.55605e-08,2.31706e-08,1.8161e-08,1.71214e-08,2.32631e-08,1.8484e-08,4.78582e-08,2.38795e-08,1.83261e-08,1.78879e-08,2.78108e-08,1.94347e-08,4.79638e-08,2.53722e-08,1.87687e-08,1.80638e-08,2.79069e-08,1.9905e-08,5.07991e-08,1.90106e-08,2.83016e-08,2.19918e-08,2.07087e-08,2.90318e-08,2.10955e-08,2.90956e-08,2.32258e-08,3.04144e-08,2.33325e-08,3.12436e-08,2.40262e-08,3.2012e-08,2.4031e-08,2.43764e-08,2.43782e-08,2.46688e-08,2.48818e-08,2.53142e-08,2.55806e-08
-80.0178,-109.322,-98.163,-92.5416,-90.9101,-89.2953,-88.537,-118.631,-98.5112,-101,-92.6988,-90.4997,-127.701,-104.445,-102.061,-101.935,-102.312,-104.82,-106.247,-107.133,-102.258,-118.503,-108.304,-108.321,-95.5046,-95.254,-100.151,-126.55,-100.321,-108.844,-94.8446,-101.348,-105.305,-126.242,-118.452,-111.685,-97.8313,-99.6599,-97.7159,-134,-101.699,-104.523,-105.274,-98.3217,-107.066,-102.089,-108.669,-106.376,-107.665,-94.502,-110.476,-102.592,-110.702,-100.811,-98.9864,-107.057,-101.5,-101.49,-103.149,-103.238
0,3.14159,3.14159,3.14159,3.14159,3.14159,3.14159,1.6201,5.64146,0.88125,4.39593,2.96002,2.08391,3.7282,1.63445,4.55646,2.53821,3.16572,0.545475,1.44442,1.12614,5.88819,3.53065,3.51463,2.82947,5.71888,6.2799,5.21211,2.48702,0.0287746,3.65977,1.21747,6.16367,5.33496,2.50153,4.81721,4.31427,2.71665,0.798197,2.3407,4.52033,4.70711,1.45921,4.08433,0.246203,4.56734,5.94594,2.34895,4.7983,3.65419,3.51117,0.729594,1.15512,0.362253,6.15605,1.7896,3.73833,6.04544,1.16728,1.2129
90,90,90,90,126.959,90,53.0406,86.3439,93.7446,126.464,87.7454,50.6345,88.3877,88.1798,126.386,94.2347,51.9538,88.7543,126.202,95.7904,56.6961,89.7588,88.5426,85.6255,125.432,103.145,53.3344,90.7382,88.8971,90.0987,127.657,92.9165,53.3106,90.0924,90.3771,86.4295,126.716,89.4833,52.6411,89.3712,127.772,91.9241,53.9227,125.859,89.9896,120.461,93.0254,127.07,88.9366,125.999,83.9611,130.64,90.6315,129.726,126.561,122.005,127.652,128.811,131.688,123.373
239.892,261.56,330.108,220.77,239.892,107.051,239.892,259.924,221.009,239.146,107.332,238.455,261.105,221.712,239.571,105.716,239.116,222.145,241.499,104.903,238.663,261.674,331.981,222.649,240.993,107.197,239.689,262.232,329.294,218.413,240.515,106.907,241.966,261.744,328.771,223.215,240.087,106.685,239.551,258.299,239.611,106.564,238.436,238.696,107.606,239.899,110.592,241.492,106.3,241.5,107.68,240.249,106.337,241.37,240.635,236.866,239.911,239.105,236.238,237.26
90,90,90,90,126.959,90,53.0406,98.7832,89.3183,126.581,88.5131,51.0036,91.0599,95.288,124.228,94.9006,52.1124,88.8173,126.741,90.5477,54.2358,94.0213,89.5981,93.0085,127.101,90.9018,58.4451,90.5553,89.5933,90.7373,123.73,89.6702,49.6485,93.7395,85.5527,90.1132,127.114,90.0697,54.7353,95.5906,126.129,90.5734,53.5481,125.95,91.415,125.959,89.5631,125.327,90.3719,130.343,93.1136,129.803,88.0373,128.367,127.805,125.51,126.505,125.608,118.591,126.325
59.8922,278.44,29.8924,139.23,59.8922,72.9489,59.8922,270.881,136.062,57.9478,72.9748,61.1347,274.296,141.655,60.3455,71.6978,58.1987,135.908,63.3841,74.4054,59.8328,282.07,31.6502,137.798,60.1763,69.2218,60.7985,284.056,19.9689,135.326,61.8837,72.7991,59.4485,277.483,31.1894,139.062,61.8696,78.125,59.7937,280.023,60.1269,73.2857,60.2907,59.4193,64.6377,61.3126,66.1403,59.7502,75.8271,61.8107,72.6363,56.7458,72.1315,59.97,60.5503,58.7027,59.433,58.7559,59.3815,59.6445
60
1.33767e-08,4.53233e-08,2.3119e-08,1.76711e-08,1.67013e-08,2.28313e-08,1.67013e-08,4.22336e-08,1.72584e-08,2.26297e-08,1.61163e-08,4.10946e-08,1.49545e-08,1.56299e-08,4.04344e-08,4.60691e-08,2.36504e-08,2.00779e-08,1.70564e-08,2.28969e-08,1.70254e-08,4.70032e-08,2.07704e-08,1.72584e-08,2.30305e-08,1.76494e-08,4.73647e-08,2.20903e-08,1.99142e-08,2.44516e-08,1.89902e-08,4.77263e-08,2.24352e-08,1.99862e-08,2.45402e-08,1.95594e-08,4.85251e-08,2.31059e-08,2.08723e-08,2.47884e-08,1.97814e-08,4.85398e-08,2.50435e-08,4.94362e-08,2.51447e-08,2.69304e-08,2.8025e-08,2.92341e-08,3.01947e-08,3.08582e-08,3.12192e-08,3.22097e-08,3.23239e-08,3.24701e-08,NaN,NaN,NaN,NaN,NaN,NaN
-80.0742,-95.6914,-98.3939,-94.1133,-91.5854,-99.6907,-91.1861,-111.94,-102.836,-111.653,-96.639,-111.397,-111.168,-99.7788,-113.973,-105.731,-106.718,-108.847,-103.404,-105.177,-107.846,-109.144,-110.445,-91.9875,-104.353,-98.7577,-112.402,-112.202,-109.634,-107.352,-109.444,-112.855,-113.251,-106.515,-107.832,-113.55,-116.715,-115.188,-114.752,-108.602,-111.025,-116.295,-108.107,-120.677,-108.159,-111.727,-114.285,-115.596,-118.78,-119.177,-118.863,-121.914,-122.633,-120.729,NaN,NaN,NaN,NaN,NaN,NaN
