54
7.07753e-09,3.64249e-08,2.01407e-08,1.35434e-08,1.22512e-08,3.1569e-08,1.22512e-08,3.61047e-08,1.28893e-08,1.17222e-08,3.46292e-08,1.10858e-08,3.42437e-08,1.03646e-08,3.66446e-08,1.43511e-08,1.34848e-08,3.38268e-08,1.39461e-08,3.66679e-08,1.46732e-08,1.42662e-08,3.49186e-08,3.67805e-08,1.48349e-08,3.5295e-08,3.72262e-08,1.61307e-08,3.56705e-08,3.87253e-08,1.61704e-08,3.59772e-08,3.89528e-08,1.77577e-08,3.7304e-08,1.82695e-08,3.89262e-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-74.5449,-96.1671,-93.5622,-87.7838,-85.8777,-97.4202,-87.5223,-98.7295,-98.973,-94.4512,-112.673,-98.8216,-113.233,-104.135,-107.937,-108.727,-105.408,-104.843,-101.052,-108.072,-101.59,-104.943,-105.161,-107.998,-98.0716,-110.047,-111.915,-106.133,-110.998,-116.611,-107.163,-111.133,-118.05,-108.667,-113.009,-107.329,-120.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0,3.14159,3.14159,3.14159,3.14159,3.14159,3.14159,5.15583,3.7218,1.30004,2.7482,0.594452,5.40338,1.18094,2.75709,4.7019,3.87611,1.2532,3.82777,0.0701692,2.63785,4.33472,3.30068,1.4735,4.63372,0.796325,4.44211,4.3132,4.70439,4.36156,6.005,1.97712,1.6658,1.93463,1.17605,2.15074,6.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
90,90,90,90,144.711,90,35.2891,87.4503,89.1432,145.63,88.8097,135.857,96.0628,145.766,89.4896,90.2858,140.929,95.3344,37.7351,88.4906,89.3263,145.201,90.0848,89.7657,89.6284,91.1675,90.149,88.5344,91.1212,86.3543,88.3447,85.0244,91.7081,89.6038,87.8113,89.2667,88.4508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19.6186,280.546,6.77593,169.895,19.6186,77.8086,19.6186,280.48,170.001,23.654,276.484,18.1158,266.887,19.807,281.599,173.098,12.6446,77.5727,19.146,281.293,169.877,15.7633,78.5093,280.299,168.587,78.5564,280.804,167.517,78.742,288.122,175.943,73.2817,285.273,171.594,76.1096,175.359,75.5013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
90,90,90,90,144.711,90,35.2891,89.719,88.8548,141.262,90.8535,145.056,89.9378,147.356,87.621,91.55,144.84,90.5413,36.7733,91.9658,89.4189,148.811,87.1005,93.3198,91.3045,90.1637,87.2231,91.0552,91.646,94.6787,90.1754,88.4855,73.2781,86.7336,90.1032,90.0819,91.7657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
199.619,259.454,353.224,190.105,199.619,102.191,199.619,261.677,197.762,201.419,260.583,199.243,262.489,199.405,260.902,191.661,197.872,108.051,199.155,259.449,195.918,196.732,99.5893,258.643,188.857,99.8619,259.999,184.385,103.641,259.929,193.243,103.366,259.378,189.873,103.936,191.776,105.931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
54
7.11173e-09,3.63266e-08,2.01527e-08,1.35613e-08,1.2271e-08,3.16667e-08,1.2271e-08,3.13836e-08,1.34736e-08,1.18786e-08,3.12097e-08,1.17338e-08,1.06775e-08,1.12889e-08,3.11815e-08,1.07361e-08,1.04333e-08,3.06569e-08,9.94519e-09,3.71831e-08,1.76381e-08,1.48022e-08,3.36686e-08,1.24277e-08,3.75865e-08,1.8638e-08,1.75792e-08,3.3678e-08,1.25266e-08,3.81729e-08,2.29595e-08,1.76458e-08,3.39128e-08,1.2566e-08,3.83671e-08,2.33965e-08,1.93844e-08,1.27885e-08,3.83714e-08,2.44269e-08,1.36861e-08,3.847e-08,1.59113e-08,3.87967e-08,1.63535e-08,3.88081e-08,3.91766e-08,3.93257e-08,3.98755e-08,4.08591e-08,4.08706e-08,4.10632e-08,4.13157e-08,4.13542e-08
-74.5867,-91.8193,-87.6734,-93.9414,-88.2391,-97.9605,-89.9922,-114.242,-101.758,-110.454,-111.587,-98.5919,-107.973,-111.96,-112.829,-101.153,-109.785,-120.689,-102.26,-99.1999,-103.904,-97.5403,-118.564,-105.291,-100.152,-105.871,-106.051,-117.412,-97.6652,-102.289,-114.427,-107.99,-118.196,-93.1643,-101.594,-114.113,-110.41,-99.5428,-103.387,-116.349,-101.603,-105.19,-113.738,-103.365,-111.492,-106.305,-107.428,-106.577,-109.273,-113.046,-113.143,-115.039,-115.937,-116.422
