54
7.11173e-09,3.16667e-08,2.01527e-08,1.35613e-08,1.2271e-08,3.63266e-08,1.2271e-08,3.1265e-08,1.21998e-08,3.6089e-08,2.97379e-08,1.14387e-08,3.55883e-08,2.94209e-08,1.13523e-08,3.55723e-08,3.25462e-08,2.09706e-08,1.3607e-08,1.4244e-08,4.23563e-08,1.32622e-08,3.26448e-08,2.23193e-08,1.41451e-08,1.95296e-08,1.35519e-08,3.32278e-08,2.42215e-08,1.41857e-08,2.02378e-08,1.74743e-08,3.43055e-08,2.47354e-08,1.55648e-08,2.08212e-08,3.50373e-08,2.47979e-08,1.62359e-08,2.1136e-08,3.51722e-08,2.73649e-08,1.71088e-08,2.22093e-08,3.54021e-08,2.80204e-08,2.33441e-08,3.56355e-08,3.32312e-08,2.37032e-08,3.57964e-08,3.60091e-08,3.60562e-08,3.63668e-08
-74.5867,-95.6192,-96.4253,-87.9543,-86.9029,-96.9714,-85.0285,-98.5265,-96.5713,-106.939,-108.228,-99.337,-116.118,-107.708,-101.761,-115.46,-106.086,-102.436,-99.598,-98.9053,-121.078,-90.9196,-107.109,-97.669,-102.679,-99.8849,-89.6218,-108.253,-108.536,-103.163,-105.357,-107.678,-112.436,-112.982,-104.33,-110.239,-114.032,-109.281,-108.491,-109.356,-115.491,-120.587,-110.424,-107.752,-115.88,-110.187,-109.289,-117.443,-121.025,-109.944,-119.429,-119.949,-119.541,-120.459
0,3.14159,3.14159,3.14159,3.14159,3.14159,3.14159,2.36697,3.71197,0.562022,0.937411,0.282056,5.76678,0.214237,3.5466,2.69974,2.44774,5.87486,1.2452,4.4477,3.71638,1.67329,3.07963,6.11613,2.57857,4.12756,1.07364,5.57258,2.34065,5.36003,4.8944,3.52052,5.68659,2.01628,2.696,3.6472,3.13147,4.92129,5.81608,3.16189,3.32523,1.33343,2.34412,5.52123,5.71582,6.02653,2.46897,3.63544,5.84483,1.52452,4.8744,4.15567,2.95094,1.38084
90,90,90,90,144.581,90,35.4194,91.174,87.6929,84.97,87.15,92.6086,87.1053,88.3162,89.9696,91.5848,90.2823,92.8014,92.187,145.089,90.4751,38.8233,90.2635,91.6347,93.7342,141.462,35.8928,87.1744,90.1632,97.033,152.233,29.3198,86.3918,84.4751,90.1051,144.672,89.4363,87.3514,86.5102,142.499,92.7017,90.0477,90.8454,141.843,87.5288,93.746,152.872,90.0039,91.8444,146.251,86.5803,93.2475,91.8941,90.3424
159.622,257.847,7.05825,169.479,159.622,100.575,159.622,260.235,172.175,101.243,257.223,169.912,99.5289,258.402,173.509,99.3601,257.016,5.87644,170.232,160.037,100.452,160.056,258.417,7.87581,168.52,158.561,159.481,256.772,1.78742,170.294,157.186,158.662,254.13,6.19573,169.044,159.772,257.942,4.10201,169.035,159.435,260.114,9.98104,167.873,160.365,259.465,8.83985,160.747,262.713,8.35278,159.277,256.974,257.31,255.257,256.975
90,90,90,90,144.581,90,35.4194,92.437,94.2937,86.237,89.873,89.117,89.5827,91.4056,86.5898,93.0081,89.0381,93.9718,94.7483,142.682,91.0281,34.4145,92.3783,91.0012,86.7527,143.378,37.4286,90.3687,87.66,91.4186,144.344,34.2853,84.6239,95.7669,81.4072,142.933,89.4334,92.6612,92.2392,143.139,90.1056,90.4659,88.0371,148.017,90.4472,95.502,145.006,89.8293,88.9343,149.297,91.4753,88.1222,94.5298,91.6689
339.622,282.153,352.942,190.521,339.622,79.4251,339.622,283.625,190.954,79.8243,283.318,189.086,72.5369,280.883,188.889,77.7546,285.74,351.905,189.763,339.609,80.9182,336.671,282.6,355.23,190.172,338.919,340.261,280.779,355.718,190.41,339.266,338.988,279.79,349.25,190.561,339.721,282.373,353.22,190.121,340.228,281.218,349.676,191.237,339.448,279.116,352.723,339.636,280.363,353.001,338.395,278.551,282.853,283.444,283.639
54
7.07753e-09,3.1569e-08,2.01407e-08,1.35434e-08,1.22512e-08,3.64249e-08,1.22512e-08,3.04261e-08,1.30175e-08,1.17481e-08,1.1384e-08,3.03597e-08,1.27201e-08,1.16784e-08,1.10903e-08,2.8145e-08,1.14931e-08,9.76184e-09,3.22708e-08,1.50736e-08,1.46319e-08,3.64988e-08,2.05846e-08,3.253e-08,1.51192e-08,1.67468e-08,2.10895e-08,3.2751e-08,1.56113e-08,1.75825e-08,2.17632e-08,1.77609e-08,2.21768e-08,1.77765e-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-74.5449,-92.9973,-91.4209,-92.9109,-86.0475,-95.232,-87.2338,-101.566,-99.489,-96.5364,-99.7239,-104.454,-101.6,-94.6291,-102.539,-104.974,-105.271,-110.986,-113.48,-112.982,-104.67,-100.434,-107.428,-117.083,-111.059,-103.743,-104.29,-116.515,-114.859,-109.045,-108.274,-110.101,-106.172,-109.574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
