71
8.67066e-09,3.95434e-08,2.07542e-08,1.444e-08,1.32356e-08,2.84806e-08,1.32356e-08,3.79747e-08,1.43053e-08,1.11029e-08,2.75039e-08,1.18954e-08,3.74344e-08,1.28714e-08,1.06742e-08,9.58409e-09,3.67614e-08,1.26983e-08,8.75958e-09,7.41712e-09,3.97263e-08,2.10853e-08,1.44303e-08,2.8857e-08,1.33322e-08,3.9735e-08,2.11682e-08,1.59745e-08,2.96607e-08,1.35337e-08,4.05074e-08,2.30335e-08,1.63788e-08,3.02401e-08,1.56516e-08,4.10539e-08,2.32293e-08,1.7031e-08,3.03237e-08,1.6084e-08,4.12655e-08,2.43477e-08,3.1939e-08,1.66689e-08,4.14273e-08,2.43925e-08,3.29993e-08,1.79393e-08,4.14988e-08,2.46829e-08,3.32841e-08,4.1844e-08,2.48733e-08,3.64787e-08,4.18499e-08,2.49746e-08,3.66646e-08,4.25431e-08,2.55827e-08,3.6991e-08,4.30326e-08,2.58147e-08,3.74759e-08,4.33092e-08,2.77647e-08,3.77229e-08,4.43339e-08,3.79216e-08,3.90404e-08,3.92227e-08,3.98991e-08
-76.3083,-103.392,-98.9799,-94.4526,-86.656,-99.5497,-88.2589,-112.254,-101.107,-97.2473,-116.202,-96.6103,-107.154,-106.727,-101.565,-101.99,-113.773,-107.375,-106.261,-107.031,-112.557,-105.126,-98.0614,-101.521,-103.808,-110.818,-108.682,-103.863,-106.079,-96.7438,-114.336,-111.161,-110.579,-102.438,-106.763,-117.054,-107.79,-109.328,-103.979,-107.036,-116.667,-113.029,-107.848,-104.877,-118.907,-109.196,-109.011,-111.059,-117.276,-107.016,-109.761,-120.966,-106.814,-112.431,-122.059,-110.453,-117.483,-121.848,-118.336,-117.199,-124.633,-118.331,-116.754,-122.538,-116.54,-114.649,-126.551,-117.57,-118.226,-119.131,-120.41
0,3.14159,3.14159,3.14159,3.14159,3.14159,3.14159,0.520455,1.55538,0.957346,4.68752,0.480283,5.97151,2.8109,1.44996,4.97261,0.10286,3.34758,4.13405,2.29578,1.62723,1.847,3.33919,4.59476,4.0755,0.288304,0.168769,3.98229,5.6791,5.01435,1.54863,0.586266,0.0885678,2.84146,1.38512,4.1515,5.01326,2.95543,0.444144,5.39029,2.06974,4.46987,1.516,5.68458,4.14374,4.92229,4.59844,1.83482,0.0817073,3.92022,0.254416,4.51175,5.18624,2.66736,2.45747,0.220053,3.39427,0.21052,2.54767,5.99308,2.55107,1.56872,1.31259,4.50069,3.02156,0.730936,5.78893,4.06032,0.681167,6.17949,1.56039
90,90,90,90,139.073,90,40.9275,88.5746,90.192,137.181,86.2293,41.4739,83.8527,89.7167,141.919,44.9604,87.593,87.8556,139.05,40.2293,87.5768,91.7038,139.729,90.3315,41.4145,89.0671,89.1212,138.954,90.8633,40.7674,91.2271,83.9272,139.459,89.3785,40.8655,88.6564,89.3651,137.912,91.1747,40.0905,85.6983,85.953,90.6614,41.387,89.7827,92.9448,91.0652,41.0157,93.3135,96.3676,88.9818,88.9657,74.9256,87.949,90.2406,91.1534,90.2515,89.472,91.428,90.5205,85.3167,87.8057,88.4876,90.0013,93.7485,88.3337,91.6996,90.2196,90.9878,91.0005,88.2641
219.747,260.294,344.507,202.578,219.747,103.537,219.747,262.094,205.865,219.804,105.081,217.121,259.793,200.15,221.087,221.378,263.834,205.123,219.176,219.634,255.641,346.125,218.854,103.532,219.722,259.474,345.591,216.392,102.503,224.343,258.449,348.906,221.085,105.523,219.665,262.22,342.412,216.647,105.395,227.444,266.263,344.182,107.373,219.715,260.22,344.484,90.0781,219.759,264.007,343.584,104.142,258.62,340.874,95.7956,260.707,348.651,100.698,259.306,345.348,100.705,266.49,342.808,102.97,261.999,342.808,102.188,264.492,102.862,102.263,103.067,103.222
90,90,90,90,139.073,90,40.9275,90.187,89.6441,139.495,89.6822,39.9052,90.9343,87.0432,139.816,44.7671,87.5932,90.5749,136.49,39.8084,89.205,90.7975,141.793,96.1025,45.3554,90.9553,91.9805,138.065,90.4653,44.2855,88.2385,89.9018,141.301,88.4186,39.0762,94.8957,88.7572,141.842,85.7675,39.3706,91.0817,89.7477,88.8983,43.2077,87.8463,78.9626,92.128,42.3596,89.7614,88.9273,85.9559,90.607,105.239,89.2579,93.8584,94.5125,87.127,90.1187,93.3535,87.5172,90.5724,94.1487,85.5017,90.8811,93.9408,91.1153,93.6773,86.2146,90.5739,87.72,90.7781
39.7469,279.706,15.4934,157.422,39.7469,76.4627,39.7469,276.423,161.146,39.3233,76.4398,41.0174,279.751,155.157,41.3335,39.14,276.637,157.661,37.7568,40.3248,282.451,14.3599,40.3649,76.9487,41.3495,278.102,15.4845,41.5116,75.3204,39.2994,277.228,17.5899,42.6562,75.3588,44.3731,279.783,15.9301,40.3645,79.8529,40.1237,282.785,15.6499,76.6847,39.1243,279.305,14.6389,76.369,42.8335,278.152,15.0912,68.0689,276.289,17.3286,73.1154,283.423,14.7146,75.925,280.132,15.3325,78.0296,279.186,14.858,79.0971,280.446,16.4142,96.9224,281.329,86.159,68.2595,87.9937,71.0171
71
8.73494e-09,3.94448e-08,2.07811e-08,1.44787e-08,1.32778e-08,2.85778e-08,1.32778e-08,3.80034e-08,1.29911e-08,1.23877e-08,2.81908e-08,3.6989e-08,1.10381e-08,1.20166e-08,9.55309e-09,1.1602e-08,2.12459e-08,1.53802e-08,1.35626e-08,2.99865e-08,1.43455e-08,2.12583e-08,1.62369e-08,1.415e-08,3.03983e-08,1.48613e-08,2.38516e-08,1.64194e-08,1.65753e-08,3.07429e-08,1.55406e-08,2.38909e-08,1.64582e-08,1.71102e-08,1.62219e-08,2.47809e-08,1.64892e-08,1.93545e-08,2.14818e-08,2.52996e-08,1.7046e-08,2.05629e-08,2.15575e-08,2.57067e-08,1.73489e-08,2.17778e-08,2.41962e-08,2.76412e-08,1.86434e-08,2.37477e-08,2.53447e-08,1.89398e-08,2.59787e-08,2.58164e-08,1.90316e-08,2.94494e-08,1.94576e-08,2.15686e-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-76.3724,-102.155,-97.8011,-90.2568,-90.7574,-96.5127,-85.0121,-117.436,-99.0408,-98.2972,-108.833,-116.06,-107.606,-99.3596,-107.411,-100.068,-105.885,-102.723,-97.1691,-109.559,-95.296,-105.965,-104.11,-98.4262,-110.619,-95.6414,-120.503,-105.677,-103.43,-111.432,-92.8946,-114.245,-105.69,-100.408,-99.1503,-102.906,-104.908,-109.641,-100.177,-113.893,-106.873,-108.679,-109.255,-108.619,-109.258,-111.056,-107.723,-109.003,-107.761,-108.682,-107.656,-111.982,-106.204,-105.079,-108.007,-108.037,-111.93,-113.237,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
