39
8.73494e-09,2.85778e-08,2.07811e-08,1.44787e-08,1.32778e-08,3.94448e-08,1.32778e-08,2.7626e-08,1.40387e-08,3.90738e-08,9.15393e-09,2.72611e-08,1.3414e-08,3.8715e-08,8.73509e-09,2.6114e-08,2.94628e-08,2.12685e-08,1.36016e-08,3.97987e-08,1.44132e-08,3.0064e-08,1.45282e-08,4.25001e-08,1.49386e-08,3.01481e-08,1.59942e-08,4.50411e-08,1.54986e-08,3.07041e-08,1.57311e-08,3.10384e-08,1.85302e-08,3.13233e-08,NaN,NaN,NaN,NaN,NaN
-76.3724,-98.4162,-100.771,-97.8963,-88.585,-110.075,-87.1472,-104.846,-103.419,-125.632,-109.759,-108.986,-105.67,-130.424,-111.185,-108.793,-113.594,-112.583,-95.605,-115.043,-88.7412,-114.915,-103.723,-125.113,-97.3086,-114.811,-112.094,-134.768,-105.767,-116.035,-107.83,-118.507,-105.838,-119.434,NaN,NaN,NaN,NaN,NaN
0,3.14159,3.14159,3.14159,3.14159,3.14159,3.14159,3.35496,2.04943,1.80337,4.0394,3.60812,5.53453,2.27401,1.34511,2.59373,5.22251,5.13768,4.42209,4.56114,1.39605,5.79522,2.4086,4.40657,6.28176,2.05475,4.57845,2.8833,0.400482,5.05212,2.67339,3.38193,2.54053,2.91097,NaN,NaN,NaN,NaN,NaN
90,90,90,90,138.863,90,41.137,88.0978,90.1857,88.2138,41.0255,90.8712,88.7708,84.261,41.0722,93.3532,85.5212,88.6752,138.601,94.7372,40.2084,91.7283,140.375,82.5806,42.3833,90.7495,141.063,82.9344,41.371,92.425,41.4079,90.4155,41.4431,92.8317,NaN,NaN,NaN,NaN,NaN
319.749,283.49,344.241,202.943,319.749,80.2696,319.749,282.908,208.312,81.0415,316.775,283.725,198.488,80.2422,319.941,285.379,286.556,344.755,320.096,82.0546,319.106,278.823,320.199,80.6738,319.846,289.963,320.802,78.1705,319.141,279.695,320.075,283.721,319.287,282.986,NaN,NaN,NaN,NaN,NaN
90,90,90,90,138.863,90,41.137,93.7264,87.4679,86.7049,42.6253,90.007,90.7047,90.3011,40.532,88.5456,93.315,88.7955,135.369,90.019,43.6288,88.6435,138.888,91.6406,38.5398,99.4109,139.561,84.9042,40.129,88.1868,47.6912,84.0415,43.437,92.1591,NaN,NaN,NaN,NaN,NaN
139.749,256.51,15.7591,157.057,139.749,99.7304,139.749,253.258,156.985,99.8368,140.481,254.685,157.907,99.0293,140.698,256.485,257.021,11.6715,140.142,104.791,140.808,263.224,139.433,100.354,141.567,260.674,140.257,99.3511,139.802,256.557,137.87,259.152,139.319,256.34,NaN,NaN,NaN,NaN,NaN
39
8.67066e-09,2.84806e-08,2.07542e-08,1.444e-08,1.32356e-08,3.95434e-08,1.32356e-08,1.43917e-08,1.31274e-08,1.43101e-08,1.27751e-08,1.28907e-08,1.27214e-08,2.85285e-08,2.26501e-08,1.67419e-08,4.00654e-08,1.40977e-08,2.90517e-08,2.28253e-08,1.67492e-08,4.12648e-08,1.51377e-08,2.92705e-08,2.37291e-08,1.82814e-08,4.20278e-08,2.01505e-08,2.9309e-08,2.60991e-08,2.57027e-08,2.94138e-08,2.95381e-08,2.96497e-08,3.01769e-08,3.07861e-08,3.11303e-08,3.14804e-08,3.19128e-08
-76.3083,-99.3209,-99.9249,-90.5104,-83.6314,-97.2819,-87.2655,-94.8989,-91.5755,-101.249,-94.5551,-103.247,-95.2872,-106.094,-112.141,-107.732,-112.777,-100.608,-111.379,-110.575,-104.339,-113.617,-101.764,-113.271,-112.637,-109.946,-117.7,-101.969,-111.316,-122.016,-110.357,-108.756,-111.088,-112.053,-114.285,-115.334,-117.691,-118.984,-124.084
0,3.14159,3.14159,3.14159,3.14159,3.14159,3.14159,3.64985,1.61092,3.39454,6.21951,4.43242,2.19791,1.42823,6.24488,2.98815,5.56936,5.48644,4.45783,3.79805,4.21616,4.23837,0.342683,0.933886,5.93704,6.02963,5.24746,3.14411,4.13507,3.08154,2.71913,3.98343,1.44077,1.14497,1.04522,0.940009,1.2739,6.00018,0.099955
90,90,90,90,139.073,90,40.9275,85.2075,136.696,87.893,133.368,83.9113,142.576,89.0383,95.2249,90.0963,89.2984,41.0761,91.4306,89.9566,90.2282,87.3606,38.6925,90.0043,93.089,91.4545,87.3347,43.8609,93.1777,86.2554,41.743,85.9896,89.7485,90.2902,90.2592,91.9396,87.4384,89.0508,79.8429
320.253,283.537,344.507,202.578,320.253,80.2941,320.253,211.992,318.34,201.508,321.211,203.694,315.639,285.5,347.98,202.023,86.2619,319.908,282.545,345.98,196.019,80.5182,320.433,285.179,332.76,200.685,79.3124,320.033,281.385,347.881,319.475,283.451,279.797,284.684,282.31,282.214,282.326,284.115,282.521
90,90,90,90,139.073,90,40.9275,89.8821,135.877,91.8061,139.422,90.4448,144.207,95.2902,86.6755,90.4916,89.9471,42.1568,91.2183,90.1779,89.8851,89.8563,41.9937,85.7642,89.1047,89.2759,87.3665,39.9296,90.6594,89.8337,41.0746,85.3523,96.9539,82.2371,88.3779,90.7313,89.7887,93.9234,90.2643
140.253,256.463,15.4934,157.422,140.253,99.7059,140.253,157.378,143.45,156.574,136.201,160.281,139.698,260.319,16.1355,159.45,99.3923,143.124,257.724,17.1639,156.331,99.3541,142.052,257.621,16.4525,157.677,100.449,142.551,254.338,14.9185,140.999,255.868,254.481,256.452,258.056,256.975,257.247,257.006,257.481
