7
8.67066e-09,3.95434e-08,2.07542e-08,1.444e-08,1.32356e-08,2.84806e-08,1.32356e-08
-76.3083,-99.3287,-94.6893,-91.4386,-86.8821,-95.9082,-86.8821
0,3.14159,3.14159,3.14159,3.14159,3.14159,3.14159
90,90,90,90,139.073,90,40.9275
219.747,260.294,344.507,202.578,219.747,103.537,219.747
90,90,90,90,139.073,90,40.9275
39.7469,279.706,15.4934,157.422,39.7469,76.4627,39.7469
7
8.73494e-09,3.94448e-08,2.07811e-08,1.44787e-08,1.32778e-08,2.85778e-08,1.32778e-08
-76.3724,-99.307,-94.7006,-91.4618,-86.9097,-95.9378,-86.9097
0,3.14159,3.14159,3.14159,3.14159,3.14159,3.14159
90,90,90,90,138.863,90,41.137
220.251,260.27,344.241,202.943,220.251,103.49,220.251
90,90,90,90,138.863,90,41.137
40.2513,279.73,15.7591,157.057,40.2513,76.5097,40.2513
