7
2.84497e-08,8.54729e-08,4.7938e-08,3.89936e-08,3.01561e-08,3.89936e-08,3.01561e-08
-86.6288,-106.184,-101.161,-99.3671,-97.1347,-99.3671,-97.1347
0,3.14159,3.14159,3.14159,3.14159,3.14159,3.14159
90,90,90,90,109.366,90,70.6336
225.332,256.468,114.658,211.258,225.332,328.742,225.332
90,90,90,90,109.366,90,70.6336
45.3323,283.532,65.3417,148.742,45.3323,31.2578,45.3323
7
2.81198e-08,8.59266e-08,4.75143e-08,3.87535e-08,2.9845e-08,3.87535e-08,2.9845e-08
-86.5275,-106.23,-101.084,-99.3134,-97.0446,-99.3134,-97.0446
0,3.14159,3.14159,3.14159,3.14159,3.14159,3.14159
90,90,90,90,109.576,90,70.4235
224.664,256.541,114.893,210.668,224.664,329.332,224.664
90,90,90,90,109.576,90,70.4235
44.6638,283.459,65.1069,149.332,44.6638,30.6679,44.6638
