7
1.33767e-08,2.28313e-08,2.3119e-08,1.76711e-08,1.67013e-08,4.53233e-08,1.67013e-08
-80.0742,-94.5578,-95.6266,-93.1925,-88.9023,-99.9437,-88.9023
0,3.14159,3.14159,3.14159,3.14159,3.14159,3.14159
90,90,90,90,126.781,90,53.2193
119.893,253.022,30.1073,138.984,119.893,98.4584,119.893
90,90,90,90,126.781,90,53.2193
299.893,286.978,329.893,221.016,299.893,81.5416,299.893
7
1.32901e-08,2.27357e-08,2.3069e-08,1.76056e-08,1.66321e-08,4.54222e-08,1.66321e-08
-80.0178,-94.5214,-95.6078,-93.1603,-88.8661,-99.9626,-88.8661
0,3.14159,3.14159,3.14159,3.14159,3.14159,3.14159
90,90,90,90,126.959,90,53.0406
120.108,252.949,29.8924,139.23,120.108,98.4398,120.108
90,90,90,90,126.959,90,53.0406
300.108,287.051,330.108,220.77,300.108,81.5602,300.108
